Employee_ID,Employee_Name,Department,Designation,Employment_Status,Bank_Account_Number,Month,Present_Days,Overtime_Hours,Basic_Salary,HRA,Gross_Salary,Deductions,Net_Salary,Paid_Amount
E1523,Employee_524,Finance,Manager,Active,33128839563,2024-08,23,48,19299,7719,27018,732,26286,26286
E1524,Employee_525,Finance,Officer,Active,73800904997,2024-05,2,58,32357,12942,45299,2426,42873,42873
E1525,Employee_526,Sales,Officer,Active,65630200156,2024-04,15,28,22083,8833,30916,2818,28098,28098
E1526,Employee_527,Operations,Manager,Active,91104292930,2024-08,21,49,20494,8197,28691,3631,25060,25060
E1527,Employee_528,HR,Analyst,Active,41227075079,2024-07,3,19,26317,10526,36843,1819,35024,35024
E1528,Employee_529,IT,Manager,Active,93642060974,2024-02,24,15,34790,13916,48706,3806,44900,44900
E1529,Employee_530,Sales,Executive,Inactive,22916401842,2024-01,22,16,36534,14613,51147,3224,47923,47923
E1530,Employee_531,HR,Executive,Active,96010196418,2024-12,24,15,18129,7251,25380,1205,24175,24175
E1531,Employee_532,Sales,Manager,Active,63915972743,2024-11,15,18,15104,6041,21145,733,20412,20412
E1532,Employee_533,Sales,Officer,Active,65811304642,2024-04,25,55,22433,8973,31406,1891,29515,29515
E1533,Employee_534,IT,Executive,Active,75291413512,2024-08,18,55,22689,9075,31764,3392,28372,28372
E1534,Employee_535,Operations,Executive,Active,62027260916,2024-12,0,7,18567,7426,25993,1755,24238,24238
E1535,Employee_536,Finance,Officer,Active,73470216006,2024-02,4,37,35732,14292,50024,2396,47628,47628
E1536,Employee_537,Operations,Officer,Active,35006756065,2024-03,18,37,35774,14309,50083,3038,47045,47045
E1537,Employee_538,IT,Analyst,Active,48237079317,2024-12,21,52,38195,15278,53473,3050,50423,50423
E1538,Employee_539,IT,Officer,Active,29117729195,2024-01,23,28,32565,13026,45591,1389,44202,44202
E1539,Employee_540,IT,Manager,Active,11419020553,2024-01,10,40,19644,7857,27501,1091,26410,26410
E1540,Employee_541,HR,Manager,Active,55480330447,2024-03,12,35,29966,11986,41952,1245,40707,40707
E1541,Employee_542,Operations,Analyst,Active,67785685703,2024-11,19,25,26330,10532,36862,3952,32910,32910
E1542,Employee_543,Operations,Executive,Active,61471023448,2024-05,4,30,37257,14902,52159,2219,49940,49940
E1543,Employee_544,Sales,Executive,Inactive,82140351163,2024-12,20,43,19394,7757,27151,927,26224,26224
E1544,Employee_545,Sales,Officer,Active,77347484493,2024-03,3,59,18534,7413,25947,3244,22703,22703
E1545,Employee_546,Sales,Manager,Active,45073024419,2024-01,3,11,37228,14891,52119,3193,48926,48926
E1546,Employee_547,IT,Executive,Active,55916319877,2024-01,3,54,37323,14929,52252,1231,51021,51021
E1547,Employee_548,Operations,Analyst,Active,73259655108,2024-08,3,16,27388,10955,38343,1299,37044,37044
E1548,Employee_549,IT,Analyst,Active,53151420440,2024-10,19,14,26319,10527,36846,2911,33935,33935
E1549,Employee_550,HR,Manager,Active,87000395965,2024-11,20,8,21475,8590,30065,701,29364,29364
E1550,Employee_551,Sales,Analyst,Active,61931053610,2024-12,17,38,33158,13263,46421,3429,42992,42992
E1551,Employee_552,IT,Analyst,Active,67062508315,2024-12,17,41,29728,11891,41619,2693,38926,38926
E1552,Employee_553,IT,Manager,Active,85902336314,2024-02,15,47,27006,10802,37808,1335,36473,36473
E1553,Employee_554,HR,Officer,Active,88731674679,2024-03,8,11,39667,15866,55533,3186,52347,52347
E1554,Employee_555,Finance,Officer,Active,71906278536,2024-02,17,31,31150,12460,43610,634,42976,42976
E1555,Employee_556,Operations,Analyst,Active,42869268447,2024-03,21,24,15446,6178,21624,3173,18451,18451
E1556,Employee_557,Finance,Officer,Active,94093823707,2024-07,1,38,15108,6043,21151,1787,19364,19364
E1557,Employee_558,Sales,Officer,Active,10095427651,2024-01,20,17,18239,7295,25534,2611,22923,22923
E1558,Employee_559,IT,Analyst,Active,70080321784,2024-10,3,14,20931,8372,29303,3038,26265,26265
E1559,Employee_560,HR,Officer,Active,14472899567,2024-08,11,31,19053,7621,26674,540,26134,26134
E1560,Employee_561,HR,Analyst,Active,22746615705,2024-10,6,5,28746,11498,40244,3867,36377,36377
E1561,Employee_562,Operations,Executive,Active,42426419717,2024-10,14,57,35921,14368,50289,3574,46715,46715
E1562,Employee_563,Finance,Manager,Active,78561245975,2024-10,6,43,37745,15098,52843,1412,51431,51431
E1563,Employee_564,Operations,Manager,Active,74917372390,2024-02,21,42,16245,6498,22743,2229,20514,20514
E1564,Employee_565,IT,Officer,Inactive,62267622084,2024-03,25,51,34104,13641,47745,1474,46271,46271
E1565,Employee_566,Operations,Officer,Active,71021965137,2024-09,20,34,28839,11535,40374,1633,38741,38741
E1566,Employee_567,HR,Officer,Active,16819106761,2024-07,16,33,39853,15941,55794,3792,52002,52002
E1567,Employee_568,HR,Manager,Active,84440315054,2024-04,15,37,27856,11142,38998,3941,35057,35057
E1568,Employee_569,Sales,Executive,Active,72006664140,2024-10,18,55,39125,15650,54775,2915,51860,51860
E1569,Employee_570,Sales,Executive,Active,85710590062,2024-05,8,53,20105,8042,28147,1959,26188,26188
E1570,Employee_571,IT,Manager,Active,56573573266,2024-02,13,56,17922,7168,25090,3465,21625,21625
E1571,Employee_572,Finance,Executive,Inactive,19985467366,2024-11,16,4,17513,7005,24518,3575,20943,20943
E1572,Employee_573,Operations,Manager,Active,98851257881,2024-08,4,17,17801,7120,24921,2540,22381,22381
E1573,Employee_574,IT,Executive,Active,69964683277,2024-04,1,15,28895,11558,40453,743,39710,39710
E1574,Employee_575,Sales,Analyst,Active,59348617943,2024-09,19,7,21981,8792,30773,3449,27324,27324
E1575,Employee_576,Operations,Analyst,Active,47068649152,2024-05,15,24,23221,9288,32509,665,31844,31844
E1576,Employee_577,Sales,Manager,Active,90486325162,2024-09,13,31,37886,15154,53040,1549,51491,51491
E1577,Employee_578,Operations,Executive,Active,86495378507,2024-04,13,25,21038,8415,29453,3966,25487,25487
E1578,Employee_579,Finance,Officer,Active,89550887451,2024-10,0,51,37613,15045,52658,1997,50661,50661
E1579,Employee_580,IT,Executive,Active,82830606372,2024-05,2,21,30082,12032,42114,3588,38526,38526
E1580,Employee_581,Operations,Analyst,Active,17096467582,2024-09,25,30,29648,11859,41507,1227,40280,40280
E1581,Employee_582,HR,Analyst,Active,20564093095,2024-08,6,42,15364,6145,21509,1615,19894,19894
E1582,Employee_583,HR,Executive,Active,77326882085,2024-03,25,9,16800,6720,23520,982,22538,22538
E1583,Employee_584,Operations,Executive,Inactive,64196518525,2024-01,14,55,29110,11644,40754,3090,37664,37664
E1584,Employee_585,Operations,Officer,Active,77142375963,2024-03,18,56,20958,8383,29341,3776,25565,25565
E1585,Employee_586,Operations,Officer,Inactive,77726995874,2024-04,19,11,24096,9638,33734,3478,30256,30256
E1586,Employee_587,HR,Executive,Active,65882156871,2024-02,1,52,22436,8974,31410,2947,28463,28463
E1587,Employee_588,HR,Executive,Active,60380711350,2024-01,18,27,36177,14470,50647,1730,48917,48917
E1588,Employee_589,Operations,Executive,Active,97763585817,2024-07,8,5,39544,15817,55361,3166,52195,52195
E1589,Employee_590,Sales,Executive,Active,40612680788,2024-08,18,58,27638,11055,38693,3717,34976,34976
E1590,Employee_591,Sales,Manager,Active,11522038405,2024-07,4,19,15179,6071,21250,3426,17824,17824
E1591,Employee_592,Finance,Executive,Active,55959266154,2024-05,17,4,18873,7549,26422,2648,23774,23774
E1592,Employee_593,IT,Officer,Active,54452286097,2024-12,15,22,35344,14137,49481,1379,48102,48102
E1593,Employee_594,Sales,Analyst,Active,12817083284,2024-01,3,8,32570,13028,45598,1329,44269,44269
E1594,Employee_595,HR,Manager,Active,62504267691,2024-07,11,57,30455,12182,42637,3812,38825,38825
E1595,Employee_596,Sales,Executive,Active,83311456343,2024-07,6,58,32157,12862,45019,2524,42495,42495
E1596,Employee_597,Finance,Analyst,Inactive,90863491374,2024-09,13,28,27797,11118,38915,1258,37657,37657
E1597,Employee_598,Finance,Manager,Active,41158014386,2024-03,22,15,19460,7784,27244,662,26582,26582
E1598,Employee_599,IT,Analyst,Active,50686343302,2024-09,11,53,30316,12126,42442,1696,40746,40746
E1599,Employee_600,Sales,Executive,Active,83200481711,2024-01,2,45,15352,6140,21492,3049,18443,18443
E1600,Employee_601,HR,Executive,Active,94608018778,2024-01,4,21,38327,15330,53657,3094,50563,50563
E1601,Employee_602,HR,Officer,Active,32894585178,2024-04,16,7,36586,14634,51220,1807,49413,49413
E1602,Employee_603,Operations,Executive,Active,47558358260,2024-09,25,58,20344,8137,28481,3930,24551,24551
E1603,Employee_604,HR,Executive,Active,63310865208,2024-06,9,19,19507,7802,27309,2928,24381,24381
E1604,Employee_605,IT,Manager,Active,74985022252,2024-11,9,50,19830,7932,27762,3417,24345,24345
E1605,Employee_606,IT,Officer,Active,63431708848,2024-03,10,13,26220,10488,36708,3452,33256,33256
E1606,Employee_607,HR,Manager,Active,31096705781,2024-01,16,38,15117,6046,21163,2495,18668,18668
E1607,Employee_608,HR,Analyst,Inactive,96161032795,2024-04,4,36,31865,12746,44611,2434,42177,42177
E1608,Employee_609,Operations,Executive,Active,81700258843,2024-12,12,49,19287,7714,27001,2056,24945,24945
E1609,Employee_610,HR,Analyst,Active,45144648641,2024-09,9,33,38186,15274,53460,3734,49726,49726
E1610,Employee_611,Operations,Manager,Active,84799063336,2024-03,8,10,39682,15872,55554,3549,52005,52005
E1611,Employee_612,Operations,Executive,Active,35374731594,2024-12,16,53,19477,7790,27267,3156,24111,24111
E1612,Employee_613,HR,Executive,Inactive,31867004805,2024-09,0,39,21533,8613,30146,806,29340,29340
E1613,Employee_614,Finance,Manager,Active,62908368970,2024-07,3,32,31627,12650,44277,1862,42415,42415
E1614,Employee_615,Finance,Manager,Active,66284154689,2024-12,3,30,38396,15358,53754,2602,51152,51152
E1615,Employee_616,Operations,Manager,Active,40617088770,2024-04,17,58,27755,11102,38857,3530,35327,35327
E1616,Employee_617,HR,Manager,Active,18851506400,2024-03,8,53,15865,6346,22211,832,21379,21379
E1617,Employee_618,Finance,Manager,Active,86082829247,2024-10,24,43,26173,10469,36642,2674,33968,33968
E1618,Employee_619,HR,Executive,Active,80272739187,2024-05,17,33,20329,8131,28460,3252,25208,25208
E1619,Employee_620,HR,Manager,Active,62628866082,2024-05,13,49,15603,6241,21844,742,21102,21102
E1620,Employee_621,HR,Executive,Active,24068322456,2024-03,24,6,20756,8302,29058,2384,26674,26674
E1621,Employee_622,Sales,Executive,Inactive,63663559600,2024-12,14,57,26254,10501,36755,3147,33608,33608
E1622,Employee_623,HR,Manager,Active,55475515873,2024-09,5,48,19018,7607,26625,1932,24693,24693
E1623,Employee_624,Sales,Manager,Active,16987776220,2024-04,23,53,20192,8076,28268,3050,25218,25218
E1624,Employee_625,Operations,Officer,Active,90781440918,2024-11,9,22,17015,6806,23821,3151,20670,20670
E1625,Employee_626,Finance,Executive,Active,89936412696,2024-05,14,45,24850,9940,34790,802,33988,33988
E1626,Employee_627,Finance,Manager,Inactive,75694735541,2024-04,3,55,18380,7352,25732,734,24998,24998
E1627,Employee_628,Finance,Manager,Active,88407822152,2024-05,17,6,18770,7508,26278,3609,22669,22669
E1628,Employee_629,Finance,Manager,Active,11406262313,2024-07,17,53,20829,8331,29160,2686,26474,26474
E1629,Employee_630,Finance,Officer,Active,88016451040,2024-09,24,24,16613,6645,23258,694,22564,22564
E1630,Employee_631,Finance,Officer,Active,15073094479,2024-07,16,2,28147,11258,39405,2050,37355,37355
E1631,Employee_632,Finance,Analyst,Active,60640632679,2024-05,11,58,30545,12218,42763,2292,40471,40471
E1632,Employee_633,Operations,Executive,Active,16167552344,2024-10,6,37,33263,13305,46568,1146,45422,45422
E1633,Employee_634,HR,Analyst,Active,34007378964,2024-10,15,19,20372,8148,28520,2548,25972,25972
E1634,Employee_635,IT,Manager,Active,75186121194,2024-07,10,33,35492,14196,49688,1060,48628,48628
E1635,Employee_636,Sales,Officer,Active,38875372830,2024-10,13,48,25538,10215,35753,1619,34134,34134
E1636,Employee_637,IT,Officer,Active,51973302281,2024-05,2,43,15148,6059,21207,1212,19995,19995
E1637,Employee_638,IT,Analyst,Inactive,94091068689,2024-03,18,43,16754,6701,23455,912,22543,22543
E1638,Employee_639,HR,Officer,Active,93152179580,2024-07,17,29,22378,8951,31329,1037,30292,30292
E1639,Employee_640,HR,Manager,Active,46957503966,2024-11,9,16,28591,11436,40027,2378,37649,37649
E1640,Employee_641,HR,Officer,Active,71793632771,2024-11,5,58,38065,15226,53291,2976,50315,50315
E1641,Employee_642,Finance,Analyst,Active,45686034028,2024-02,12,9,35140,14056,49196,734,48462,48462
E1642,Employee_643,Operations,Manager,Active,45620460697,2024-12,9,34,24371,9748,34119,2896,31223,31223
E1643,Employee_644,Finance,Analyst,Inactive,24027353296,2024-09,17,19,27779,11111,38890,2279,36611,36611
E1644,Employee_645,Operations,Officer,Active,75853792398,2024-10,25,17,36776,14710,51486,2393,49093,49093
E1645,Employee_646,Operations,Analyst,Active,20983970680,2024-10,19,44,24795,9918,34713,2004,32709,32709
E1646,Employee_647,IT,Analyst,Active,94640986180,2024-12,25,43,34436,13774,48210,2362,45848,45848
E1647,Employee_648,IT,Executive,Active,95073500238,2024-01,15,26,20692,8276,28968,2943,26025,26025
E1648,Employee_649,Operations,Officer,Active,86819415662,2024-06,24,58,19218,7687,26905,1874,25031,25031
E1649,Employee_650,Operations,Officer,Active,17800000092,2024-07,24,58,19803,7921,27724,915,26809,26809
E1650,Employee_651,Finance,Analyst,Active,61620977411,2024-08,5,48,33761,13504,47265,2409,44856,44856
E1651,Employee_652,Finance,Executive,Active,51815449196,2024-10,12,35,26672,10668,37340,1415,35925,35925
E1652,Employee_653,IT,Officer,Active,49549775036,2024-09,3,22,36470,14588,51058,3622,47436,47436
E1653,Employee_654,HR,Manager,Active,42807059522,2024-02,22,31,18182,7272,25454,580,24874,24874
E1654,Employee_655,Operations,Analyst,Active,75797796030,2024-11,13,9,26009,10403,36412,2583,33829,33829
E1655,Employee_656,Finance,Officer,Active,66079891199,2024-10,0,10,29328,11731,41059,1590,39469,39469
E1656,Employee_657,IT,Manager,Active,44950853597,2024-02,19,37,34544,13817,48361,3188,45173,45173
E1657,Employee_658,Finance,Officer,Active,95903337738,2024-05,4,5,37960,15184,53144,3429,49715,49715
E1658,Employee_659,Operations,Manager,Active,22469250532,2024-05,7,58,17586,7034,24620,2190,22430,22430
E1659,Employee_660,Operations,Analyst,Active,62439213219,2024-06,11,40,17648,7059,24707,1256,23451,23451
E1660,Employee_661,Sales,Officer,Active,58776102436,2024-03,1,46,22313,8925,31238,3170,28068,28068
E1661,Employee_662,HR,Officer,Active,52570538491,2024-08,11,33,33101,13240,46341,967,45374,45374
E1662,Employee_663,Sales,Executive,Active,93804324038,2024-01,4,35,27544,11017,38561,1665,36896,36896
E1663,Employee_664,IT,Analyst,Active,17217604341,2024-06,21,36,36692,14676,51368,2903,48465,48465
E1664,Employee_665,Finance,Manager,Inactive,43516873535,2024-04,4,16,22407,8962,31369,3256,28113,28113
E1665,Employee_666,IT,Officer,Active,36129399636,2024-01,12,39,32254,12901,45155,1994,43161,43161
E1666,Employee_667,Operations,Officer,Active,67440665561,2024-07,8,39,30234,12093,42327,2144,40183,40183
E1667,Employee_668,Sales,Manager,Active,91115990212,2024-09,9,53,34958,13983,48941,1519,47422,47422
E1668,Employee_669,Sales,Analyst,Active,84425590547,2024-04,0,11,37211,14884,52095,2114,49981,49981
E1669,Employee_670,Sales,Executive,Active,57478570166,2024-04,2,20,30012,12004,42016,1401,40615,40615
E1670,Employee_671,IT,Executive,Active,79503128044,2024-06,17,39,39370,15748,55118,1172,53946,53946
E1671,Employee_672,Operations,Officer,Active,18440511128,2024-12,11,18,39846,15938,55784,938,54846,54846
E1672,Employee_673,Finance,Manager,Active,63378643577,2024-03,2,2,24735,9894,34629,3078,31551,31551
E1673,Employee_674,Finance,Officer,Active,38484305627,2024-12,25,17,28425,11370,39795,626,39169,39169
E1674,Employee_675,IT,Manager,Active,51773329782,2024-06,24,52,30698,12279,42977,2752,40225,40225
E1675,Employee_676,Sales,Executive,Active,33050923714,2024-07,8,50,30321,12128,42449,2576,39873,39873
E1676,Employee_677,HR,Analyst,Active,83901702730,2024-11,25,18,27646,11058,38704,944,37760,37760
E1677,Employee_678,IT,Manager,Active,89020013269,2024-10,1,46,37153,14861,52014,1465,50549,50549
E1678,Employee_679,IT,Executive,Active,89557428093,2024-10,2,5,37117,14846,51963,963,51000,51000
E1679,Employee_680,Operations,Officer,Active,74087412029,2024-03,13,15,34624,13849,48473,3851,44622,44622
E1680,Employee_681,Finance,Manager,Active,77912356223,2024-07,3,7,19893,7957,27850,2698,25152,25152
E1681,Employee_682,IT,Analyst,Active,26299650062,2024-03,24,47,24476,9790,34266,2787,31479,31479
E1682,Employee_683,IT,Officer,Active,81544346066,2024-02,18,17,32270,12908,45178,2813,42365,42365
E1683,Employee_684,Sales,Officer,Active,34230352483,2024-12,12,51,37238,14895,52133,3676,48457,48457
E1684,Employee_685,Sales,Executive,Inactive,35879625245,2024-10,6,47,36702,14680,51382,1412,49970,49970
E1685,Employee_686,HR,Manager,Active,90693717296,2024-04,11,42,33642,13456,47098,996,46102,46102
E1686,Employee_687,Operations,Officer,Active,71278082037,2024-12,2,38,19382,7752,27134,1963,25171,25171
E1687,Employee_688,HR,Analyst,Active,43553962674,2024-08,22,48,16785,6714,23499,2271,21228,21228
E1688,Employee_689,Sales,Manager,Active,40418702033,2024-09,22,48,28030,11212,39242,3232,36010,36010
E1689,Employee_690,Finance,Analyst,Active,93690216018,2024-07,8,11,26735,10694,37429,657,36772,36772
E1690,Employee_691,Sales,Officer,Active,50999429392,2024-01,1,44,39111,15644,54755,671,54084,54084
E1691,Employee_692,Operations,Analyst,Active,65281878022,2024-03,21,9,31679,12671,44350,993,43357,43357
E1692,Employee_693,Sales,Executive,Active,15470493219,2024-12,8,6,25245,10098,35343,1469,33874,33874
E1693,Employee_694,Operations,Analyst,Active,81594343085,2024-09,11,45,17597,7038,24635,1834,22801,22801
E1694,Employee_695,Operations,Manager,Active,88623873917,2024-12,11,54,32064,12825,44889,1926,42963,42963
E1695,Employee_696,Operations,Analyst,Inactive,14568491291,2024-01,14,0,36274,14509,50783,2192,48591,48591
E1696,Employee_697,Operations,Analyst,Active,19350689866,2024-09,1,48,35682,14272,49954,2293,47661,47661
E1697,Employee_698,Operations,Executive,Active,31496911036,2024-08,17,35,15324,6129,21453,3223,18230,18230
E1698,Employee_699,Finance,Analyst,Active,67747594162,2024-01,12,20,30160,12064,42224,1158,41066,41066
E1699,Employee_700,HR,Analyst,Inactive,98831316533,2024-06,13,36,39336,15734,55070,3450,51620,51620
E1700,Employee_701,IT,Officer,Active,43806768306,2024-05,4,51,27614,11045,38659,1165,37494,37494
E1701,Employee_702,HR,Officer,Active,92847517807,2024-06,25,23,15986,6394,22380,866,21514,21514
E1702,Employee_703,Operations,Manager,Active,48596994668,2024-10,9,54,34502,13800,48302,1049,47253,47253
E1703,Employee_704,Finance,Officer,Active,12567703196,2024-12,11,24,15760,6304,22064,1142,20922,20922
E1704,Employee_705,Sales,Officer,Active,25569169442,2024-05,9,6,39142,15656,54798,2393,52405,52405
E1705,Employee_706,Finance,Officer,Active,43757066758,2024-06,23,41,26885,10754,37639,754,36885,36885
E1706,Employee_707,Operations,Officer,Active,31853447110,2024-05,10,16,24228,9691,33919,707,33212,33212
E1707,Employee_708,Finance,Executive,Active,58080161878,2024-11,24,28,32290,12916,45206,2997,42209,42209
E1708,Employee_709,Finance,Officer,Active,47883982970,2024-12,1,29,20499,8199,28698,594,28104,28104
E1709,Employee_710,Operations,Executive,Active,55855839529,2024-05,4,6,15364,6145,21509,2383,19126,19126
E1710,Employee_711,Finance,Executive,Active,98631148448,2024-04,6,32,39153,15661,54814,3386,51428,51428
E1711,Employee_712,IT,Officer,Active,84740132414,2024-03,5,6,34797,13918,48715,977,47738,47738
E1712,Employee_713,IT,Analyst,Active,25366654116,2024-03,21,57,23027,9210,32237,3230,29007,29007
E1713,Employee_714,Finance,Executive,Inactive,45682047674,2024-04,22,23,28532,11412,39944,1261,38683,38683
E1714,Employee_715,Sales,Analyst,Active,21996114351,2024-09,2,10,29408,11763,41171,689,40482,40482
E1715,Employee_716,Operations,Analyst,Active,31394269743,2024-02,12,8,31105,12442,43547,3258,40289,40289
E1716,Employee_717,IT,Officer,Active,95615302318,2024-09,2,11,22939,9175,32114,2007,30107,30107
E1717,Employee_718,Sales,Manager,Inactive,93617815821,2024-01,25,34,28936,11574,40510,2256,38254,38254
E1718,Employee_719,Finance,Officer,Active,80026185595,2024-01,24,3,24261,9704,33965,2059,31906,31906
E1719,Employee_720,Sales,Manager,Active,84329996789,2024-05,23,35,30863,12345,43208,1255,41953,41953
E1720,Employee_721,HR,Manager,Active,67235197425,2024-06,20,27,27561,11024,38585,1946,36639,36639
E1721,Employee_722,IT,Officer,Active,70434123854,2024-06,5,56,25447,10178,35625,1335,34290,34290
E1722,Employee_723,Finance,Officer,Active,32977199130,2024-03,10,12,29172,11668,40840,2163,38677,38677
E1723,Employee_724,Operations,Manager,Active,73833936433,2024-07,25,22,26878,10751,37629,2128,35501,35501
E1724,Employee_725,Finance,Officer,Active,23885942006,2024-09,16,18,27411,10964,38375,2335,36040,36040
E1725,Employee_726,Operations,Manager,Inactive,43050578510,2024-11,9,41,34465,13786,48251,632,47619,47619
E1726,Employee_727,Finance,Analyst,Active,21294167741,2024-12,11,36,20448,8179,28627,554,28073,28073
E1727,Employee_728,Sales,Officer,Active,73838180300,2024-10,16,38,34642,13856,48498,1009,47489,47489
E1728,Employee_729,Sales,Analyst,Active,44927910753,2024-08,3,23,17107,6842,23949,1169,22780,22780
E1729,Employee_730,Sales,Executive,Active,79670886156,2024-06,1,15,22928,9171,32099,2957,29142,29142
E1730,Employee_731,HR,Analyst,Active,10241213985,2024-12,10,32,30234,12093,42327,3782,38545,38545
E1731,Employee_732,Operations,Analyst,Active,59510508877,2024-08,6,11,34317,13726,48043,2189,45854,45854
E1732,Employee_733,Sales,Manager,Active,15014201425,2024-12,1,33,31310,12524,43834,1816,42018,42018
E1733,Employee_734,HR,Analyst,Active,31745977357,2024-05,25,6,34213,13685,47898,3534,44364,44364
E1734,Employee_735,Operations,Officer,Inactive,41768821082,2024-08,17,10,28528,11411,39939,1233,38706,38706
E1735,Employee_736,Finance,Manager,Active,80657652068,2024-10,20,30,36390,14556,50946,3686,47260,47260
E1736,Employee_737,HR,Executive,Active,69567652440,2024-12,3,28,28313,11325,39638,2193,37445,37445
E1737,Employee_738,IT,Officer,Inactive,97663328700,2024-04,7,12,16559,6623,23182,758,22424,22424
E1738,Employee_739,HR,Executive,Active,99411011605,2024-10,19,30,33125,13250,46375,1645,44730,44730
E1739,Employee_740,HR,Analyst,Active,22434173412,2024-08,13,1,30167,12066,42233,798,41435,41435
E1740,Employee_741,Operations,Officer,Active,78089157937,2024-10,11,38,30343,12137,42480,3952,38528,38528
E1741,Employee_742,Finance,Officer,Active,79309440938,2024-12,21,14,20830,8332,29162,1060,28102,28102
E1742,Employee_743,IT,Executive,Active,79908624207,2024-02,20,56,22523,9009,31532,2412,29120,29120
E1743,Employee_744,Sales,Officer,Active,18292826243,2024-12,17,10,32009,12803,44812,2364,42448,42448
E1744,Employee_745,Sales,Officer,Active,98737453990,2024-12,10,33,33074,13229,46303,796,45507,45507
E1745,Employee_746,HR,Officer,Active,17500571485,2024-05,7,38,30524,12209,42733,2909,39824,39824
E1746,Employee_747,Operations,Analyst,Active,32813026896,2024-09,1,3,28285,11314,39599,3136,36463,36463
E1747,Employee_748,Operations,Executive,Active,39401858008,2024-04,24,10,25973,10389,36362,1961,34401,34401
E1748,Employee_749,Sales,Officer,Active,28294856772,2024-11,14,28,39666,15866,55532,2674,52858,52858
E1749,Employee_750,IT,Manager,Inactive,91611438527,2024-06,8,1,37694,15077,52771,696,52075,52075
E1750,Employee_751,Finance,Manager,Active,76041199410,2024-01,18,15,18006,7202,25208,2768,22440,22440
E1751,Employee_752,IT,Manager,Active,46811140260,2024-09,19,38,19302,7720,27022,1494,25528,25528
E1752,Employee_753,Finance,Manager,Active,42120792776,2024-01,7,12,32472,12988,45460,2638,42822,42822
E1753,Employee_754,Sales,Analyst,Active,30882458025,2024-05,24,36,37391,14956,52347,2958,49389,49389
E1754,Employee_755,Finance,Officer,Inactive,46738391914,2024-04,18,16,19611,7844,27455,507,26948,26948
E1755,Employee_756,Operations,Executive,Active,25088131413,2024-12,4,20,24372,9748,34120,3091,31029,31029
E1756,Employee_757,HR,Officer,Active,34622442746,2024-03,10,43,39312,15724,55036,3015,52021,52021
E1757,Employee_758,HR,Analyst,Active,69597792864,2024-06,14,59,29080,11632,40712,819,39893,39893
E1758,Employee_759,Sales,Manager,Active,86118780230,2024-02,7,18,30082,12032,42114,1917,40197,40197
E1759,Employee_760,Operations,Analyst,Active,10995750782,2024-03,18,6,29641,11856,41497,2816,38681,38681
E1760,Employee_761,IT,Officer,Inactive,13030368768,2024-05,22,37,25093,10037,35130,3762,31368,31368
E1761,Employee_762,Operations,Executive,Active,23925034108,2024-09,7,7,35874,14349,50223,2198,48025,48025
E1762,Employee_763,HR,Analyst,Active,83327992090,2024-02,25,12,23378,9351,32729,2608,30121,30121
E1763,Employee_764,HR,Executive,Active,56145251386,2024-10,18,36,16597,6638,23235,1961,21274,21274
E1764,Employee_765,Operations,Analyst,Active,47578296758,2024-08,17,1,26600,10640,37240,1787,35453,35453
E1765,Employee_766,Operations,Executive,Active,26826998459,2024-02,9,40,18747,7498,26245,3344,22901,22901
E1766,Employee_767,HR,Executive,Active,31938817341,2024-11,6,10,28879,11551,40430,1618,38812,38812
E1767,Employee_768,IT,Manager,Active,75423676193,2024-05,8,23,34054,13621,47675,1052,46623,46623
E1768,Employee_769,Sales,Executive,Active,49833702871,2024-07,0,5,28017,11206,39223,3473,35750,35750
E1769,Employee_770,Sales,Manager,Active,61888205239,2024-08,18,25,39815,15926,55741,1160,54581,54581
E1770,Employee_771,Operations,Officer,Active,84956638901,2024-01,4,6,33964,13585,47549,1215,46334,46334
E1771,Employee_772,Sales,Officer,Active,64713981040,2024-06,18,56,22432,8972,31404,3326,28078,28078
E1772,Employee_773,HR,Manager,Active,30128424106,2024-01,0,38,39714,15885,55599,2741,52858,52858
E1773,Employee_774,HR,Manager,Active,39270511804,2024-02,14,18,33890,13556,47446,3029,44417,44417
E1774,Employee_775,Operations,Analyst,Active,52423333840,2024-01,15,5,19725,7890,27615,3907,23708,23708
E1775,Employee_776,Operations,Analyst,Active,73450339985,2024-11,22,42,25437,10174,35611,1958,33653,33653
E1776,Employee_777,Operations,Analyst,Active,87445658397,2024-05,6,28,35684,14273,49957,3767,46190,46190
E1777,Employee_778,IT,Officer,Active,22060559430,2024-10,25,42,28269,11307,39576,1354,38222,38222
E1778,Employee_779,Sales,Analyst,Active,51070321414,2024-09,11,38,28092,11236,39328,3820,35508,35508
E1779,Employee_780,Operations,Executive,Active,41264979525,2024-06,7,1,22002,8800,30802,3045,27757,27757
E1780,Employee_781,Finance,Executive,Active,13807499331,2024-11,4,18,21131,8452,29583,2759,26824,26824
E1781,Employee_782,Finance,Analyst,Active,67546731312,2024-11,9,3,28261,11304,39565,1164,38401,38401
E1782,Employee_783,HR,Executive,Active,95310602097,2024-01,20,57,27612,11044,38656,3217,35439,35439
E1783,Employee_784,Sales,Officer,Active,54096751388,2024-01,4,5,19537,7814,27351,2397,24954,24954
E1784,Employee_785,Operations,Executive,Active,98195697113,2024-02,16,48,28091,11236,39327,2174,37153,37153
